taxid	description
2053082	Unclassified Rousettus leschenaultii bocaparvovirus 1
2059312	Unclassified Apore mammarenavirus
2059380	Unclassified Flamingopox virus FGPVKD09
2077296	Unclassified Cattle blood-associated gemycircularvirus
2083198	Everglades virus
2083199	Mosso das Pedras virus
2109365	Unclassified Chicken associated cyclovirus 2
2137161	Unclassified Oz virus
2152567	Unclassified Dragonfly associated cyclovirus
2161803	Unclassified Marmot sapelovirus 1
2169774	Lagomorph bocaparvovirus 1
2169853	Crohivirus A
2169903	Erythrura gouldiae polyomavirus 1
2169904	Pyrrhula pyrrhula polyomavirus 1,Lonchura maja polyomavirus 1
2169971	Visna-maedi virus
2169991	Argentinian mammarenavirus
2169992	Brazilian mammarenavirus
2169994	Paraguayan mammarenavirus
2169993	Cali mammarenavirus
2170148	Eulipotyphla protoparvovirus 1
2170195	Simian foamy virus,Eastern chimpanzee simian foamy virus
2170197	Guenon simian foamy virus
2170200	Spider monkey simian foamy virus
2170201	Squirrel monkey simian foamy virus
2170204	Simian foamy virus,Western lowland gorilla simian foamy virus
2182467	Unclassified Mastomys natalensis polyomavirus 2
2182586	Unclassified Viola virus
2200830	Unclassified Akhmeta virus
2202225	Unclassified Hepacivirus P
2220002	Unclassified Sichuan takin enterovirus
2249930	Unclassified Ashy storm petrel gyrovirus
2249941	Unclassified Feline stool-associated circular virus KU14
2267561	Unclassified Xapuri virus
2291614	Unclassified Euphorbia heterophylla associated gemycircularvirus
2293273	Unclassified Arboreal ant associated circular virus 1
2293301	Unclassified Soft spider associated circular virus 1
2294156	Unclassified Boa constrictor papillomavirus 1
2304514	Unclassified Culex circovirus-like virus
2304619	Unclassified Canine papillomavirus 21
2304620	Unclassified Canine papillomavirus 22
2305270	Unclassified Bamboo rat circovirus
2306813	Unclassified Guangxi orbivirus
2364644	Unclassified Macaca mulatta papillomavirus 7
2364646	Unclassified Macaca mulatta papillomavirus 6
2364645	Unclassified Macaca mulatta papillomavirus 5
2447916	Unclassified Dante Muikkunen virus 1
2478919	Unclassified Orthopoxvirus Abatino
2447921	Unclassified Veterinary Pathology Zurich virus 1
2447920	Unclassified Old schoolhouse virus 1
2495433	Unclassified Alston virus
2499242	Unclassified Caaingua virus
2559110	Unclassified La Gloria virus
2559111	Unclassified Mona Grita virus
2559114	Unclassified Tres Almendras virus
2560319	Avian avulavirus 1,Avian orthoavulavirus 1
2569589	Unclassified Ntepes virus
2569586	Unclassified Canada goose coronavirus
2572766	Unclassified Caimito virus
2583366	Unclassified Lates calcarifer birnavirus
2601243	Unclassified Robina orthohantavirus
2601527	Unclassified Ovine adenovirus 8
2651812	Unclassified Tatenale orthohantavirus
2654204	Unclassified Primate bocaparvovirus 3
10279	Molluscum contagiosum virus
304399	Mule deerpox virus
10244	Monkeypox virus
10244	Cowpox virus,Monkeypox virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus
10244	Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus
10244	Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
10244	Monkeypox virus,Vaccinia virus
10244	Monkeypox virus,Taterapox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus
10244	Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
10244	Monkeypox virus,Vaccinia virus,Variola virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Camelpox virus
10244	Monkeypox virus,Variola virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Ectromelia virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Variola virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Taterapox virus,Camelpox virus
10244	Monkeypox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Vaccinia virus,Taterapox virus,Camelpox virus
10244	Cowpox virus,Monkeypox virus,Camelpox virus
2670734	Unclassified Magpiepox virus
186805	Sheeppox virus,Goatpox virus,Lumpy skin disease virus
186805	Goatpox virus
186805	Sheeppox virus,Goatpox virus
186805	Goatpox virus,Lumpy skin disease virus
59509	Sheeppox virus,Goatpox virus,Lumpy skin disease virus
59509	Sheeppox virus,Lumpy skin disease virus
59509	Lumpy skin disease virus
59509	Goatpox virus,Lumpy skin disease virus
2676272	Unclassified Equine molluscum contagiosum-like virus
129728	Parapoxvirus of red deer in New Zealand
129728	Orf virus,Pseudocowpox virus,Parapoxvirus of red deer in New Zealand
129728	Orf virus,Pseudocowpox virus,Bovine papular stomatitis virus,Parapoxvirus of red deer in New Zealand
400570	Fowlpox virus,Pigeonpox virus,Quailpox virus
538970	Squirrel fibroma virus
2169402	Unclassified Sphenicid alphaherpesvirus 1
2170180	Murid gammaherpesvirus 7
2170180	Murid gammaherpesvirus 7,Murid gammaherpesvirus 4
2560569	Macacine gammaherpesvirus 10,Macacine gammaherpesvirus 4
2560569	Human gammaherpesvirus 4,Macacine gammaherpesvirus 10,Macacine gammaherpesvirus 4
2560569	Macacine gammaherpesvirus 10
2560599	Monodontid alphaherpesvirus 1
39637	Equid alphaherpesvirus 8
39637	Equid alphaherpesvirus 1,Equid alphaherpesvirus 8,Equid alphaherpesvirus 9
39637	Equid alphaherpesvirus 1,Equid alphaherpesvirus 8
39637	Equid alphaherpesvirus 8,Equid alphaherpesvirus 9
79891	Cervid alphaherpesvirus 1
79891	Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
79891	Bubaline alphaherpesvirus 1,Cervid alphaherpesvirus 1
79891	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 1
79891	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Cervid alphaherpesvirus 1
79891	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
365327	Cervid alphaherpesvirus 2
365327	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Cervid alphaherpesvirus 1
365327	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
47418	Phocid alphaherpesvirus 1
10310	Human alphaherpesvirus 2
10310	Human alphaherpesvirus 2,Panine alphaherpesvirus 3
10310	Human alphaherpesvirus 1,Human alphaherpesvirus 2
2003507	Human alphaherpesvirus 2,Panine alphaherpesvirus 3
2003507	Panine alphaherpesvirus 3
106332	Papiine gammaherpesvirus 1
2560570	Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 11
2560570	Macacine gammaherpesvirus 11
2560468	Felid gammaherpesvirus 1
2560567	Macacine betaherpesvirus 8,Macacine betaherpesvirus 3
2560567	Macacine betaherpesvirus 8
702736	Chelonid alphaherpesvirus 5
2560571	Macacine gammaherpesvirus 12
2560571	Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 12
1561226	Unclassified Testudinid herpesvirus 3
2341050	Unclassified Macaca arctoides gammaherpesvirus 1
39944	Caprine alphaherpesvirus 1
39944	Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
39944	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
28304	Murid betaherpesvirus 2
28304	Murid betaherpesvirus 8,Murid betaherpesvirus 2
1608255	Suid betaherpesvirus 2
2560568	Macacine betaherpesvirus 9
1960249	Suid gammaherpesvirus 3,Suid gammaherpesvirus 4
1960249	Suid gammaherpesvirus 3
1960250	Suid gammaherpesvirus 3,Suid gammaherpesvirus 4
1960250	Suid gammaherpesvirus 4
2560643	Phocid gammaherpesvirus 3
2560643	Phocid gammaherpesvirus 3,Phocid gammaherpesvirus 2
10295	Bovine alphaherpesvirus 2
311179	Mustelid gammaherpesvirus 1
2560572	Macacine gammaherpesvirus 8
379730	Unclassified Suiformes rhadinovirus genogroup 1
1125844	Cebine betaherpesvirus 1
1543221	Unclassified Pan troglodytes herpesvirus 7
1543219	Unclassified Gorilla gorilla herpesvirus 7
47419	Phocid gammaherpesvirus 3,Phocid gammaherpesvirus 2
660662	Unclassified Gorilla gorilla cytomegalovirus 2.1
83440	Macropodid alphaherpesvirus 2
159602	Panine gammaherpesvirus 1,Pongine gammaherpesvirus 2,Gorilline gammaherpesvirus 1
159602	Human gammaherpesvirus 4,Panine gammaherpesvirus 1,Gorilline gammaherpesvirus 1
159602	Panine gammaherpesvirus 1
159603	Panine gammaherpesvirus 1,Pongine gammaherpesvirus 2,Gorilline gammaherpesvirus 1
159604	Panine gammaherpesvirus 1,Pongine gammaherpesvirus 2,Gorilline gammaherpesvirus 1
159604	Human gammaherpesvirus 4,Panine gammaherpesvirus 1,Gorilline gammaherpesvirus 1
10368	Unclassified Human betaherpesvirus 6
203139	Unclassified Colobus guereza cytomegalovirus 1
768739	Unclassified Elephant endotheliotropic herpesvirus 6
759755	Unclassified Elephant endotheliotropic herpesvirus 2
10380	Ateline gammaherpesvirus 2,Ateline gammaherpesvirus 3
120505	Unclassified Baboon cytomegalovirus
1676471	Unclassified Pan troglodytes lymphocryptovirus
1567495	Unclassified Symphalangus syndactylus lymphocryptovirus 1
212719	Unclassified Piliocolobus badius lymphocryptovirus 1
230177	Unclassified Erythrocebus patas lymphocryptovirus 1
203134	Unclassified Pongo pygmaeus lymphocryptovirus 1
212721	Unclassified Gorilla gorilla lymphocryptovirus 1
209062	Unclassified Pithecia pithecia lymphocryptovirus 1
212727	Unclassified Pan troglodytes lymphocryptovirus 1
209266	Unclassified Ateles paniscus lymphocryptovirus 1
333341	Hippotragine gammaherpesvirus 1
10407	Hepatitis B virus
2507572	Unclassified Shrew hepatitis B virus
1887316	Unclassified Cod iridovirus
65424	Unclassified Red seabream iridovirus
273651	Unclassified Turbot reddish body iridovirus
2137174	Unclassified South American cichlid iridovirus
2137175	Unclassified Three spot gourami iridovirus
2501771	Unclassified Lumpfish ranavirus
2494350	Unclassified Pompano iridovirus
1620702	Unclassified German gecko ranavirus
1380865	Unclassified Rana catesbeiana virus
1146875	Turkey aviadenovirus B
1193420	Goose aviadenovirus A
1986022	Platyrrhini mastadenovirus A
190062	Fowl aviadenovirus B
1962301	Turkey aviadenovirus C
1962302	Turkey aviadenovirus D
1548417	Pigeon aviadenovirus A
1534553	Duck aviadenovirus B
2015370	Bat mastadenovirus C
2169708	Pigeon aviadenovirus B
1165908	Unclassified Simian adenovirus B
1715779	Unclassified Simian adenovirus 17
2580388	Unclassified White sturgeon adenovirus 1
2666326	Unclassified Squirrel monkey adenovirus
2050578	Unclassified Mastadenovirus sp.
1354736	Unclassified Fowl adenovirus
1146873	Murine mastadenovirus B
1986018	Simian mastadenovirus E
1962299	Simian mastadenovirus B
2064731	Unclassified Rhesus adenovirus 55
2064735	Unclassified Rhesus adenovirus 59
2064736	Unclassified Rhesus adenovirus 60
2064737	Unclassified Rhesus adenovirus 61
2064740	Unclassified Rhesus adenovirus 64
2064741	Unclassified Rhesus adenovirus 65
2064743	Unclassified Rhesus adenovirus 67
2461378	Unclassified Human adenovirus 86
38418	Unclassified Simian adenovirus 2
2170003	Squirrel mastadenovirus A
536079	Human mastadenovirus G
2064733	Unclassified Rhesus adenovirus 57
130327	Ovine atadenovirus D
298334	Simian mastadenovirus A
1146872	Snake atadenovirus A
696859	Murine mastadenovirus C
691961	Raptor siadenovirus A
886980	Skua siadenovirus A
1146877	Bat mastadenovirus A
130500	Unclassified Bovine adenovirus E
1986020	Simian mastadenovirus G
1962300	Simian mastadenovirus C
1986019	Simian mastadenovirus F
1986024	Sea lion mastadenovirus A
2003672	Lizard atadenovirus A
1986021	Simian mastadenovirus H
2003673	Psittacine atadenovirus A
129955	Equine mastadenovirus B
1986017	Simian mastadenovirus D
2005055	Penguin siadenovirus A
2015372	Bat mastadenovirus D
2015374	Bat mastadenovirus E
2170002	Simian mastadenovirus I
2015375	Bat mastadenovirus F
130369	Porcine mastadenovirus A
242710	Tree shrew mastadenovirus A
10532	Unclassified Simian adenovirus 7
129954	Equine mastadenovirus A
2169706	Deer atadenovirus A
2064730	Unclassified Rhesus adenovirus 54
2064734	Unclassified Rhesus adenovirus 58
2064738	Unclassified Rhesus adenovirus 62
2170001	Dolphin mastadenovirus B
2039267	Unclassified Eidolon helvum adenovirus
740971	Unclassified Bat mastadenovirus
2250215	Unclassified Polar bear mastadenovirus 1
130370	Porcine mastadenovirus B
298333	Turkey siadenovirus A
1146874	Bat mastadenovirus B
298331	Frog siadenovirus A
1986023	Skunk mastadenovirus A
1967296	Unclassified Rousettus aegyptiacus adenovirus
1511906	Carnivore protoparvovirus 1
1511873	Ungulate bocaparvovirus 1
1511895	Anseriform dependoparvovirus 1
1511889	Ungulate copiparvovirus 1
1511913	Primate tetraparvovirus 1
1511890	Ungulate copiparvovirus 2
1511877	Ungulate bocaparvovirus 5
1511867	Carnivore bocaparvovirus 2
1511868	Carnivore bocaparvovirus 3,Carnivore bocaparvovirus 4
1511868	Carnivore bocaparvovirus 3
2169767	Carnivore bocaparvovirus 3,Carnivore bocaparvovirus 4
1511865	Galliform aveparvovirus 1
2169769	Carnivore bocaparvovirus 6
2169769	Carnivore bocaparvovirus 5,Carnivore bocaparvovirus 6
2169773	Chiropteran bocaparvovirus 4
1511900	Primate erythroparvovirus 1
1511915	Ungulate tetraparvovirus 2
1511866	Carnivore bocaparvovirus 1
1511917	Ungulate tetraparvovirus 4
1511870	Pinniped bocaparvovirus 2
1511869	Pinniped bocaparvovirus 1
1511872	Primate bocaparvovirus 2
1295080	Unclassified Canine bocavirus 3
2169768	Carnivore bocaparvovirus 5,Carnivore bocaparvovirus 6
1108949	Unclassified Canine bocavirus
1511874	Ungulate bocaparvovirus 2
1511908	Rodent protoparvovirus 1
1511905	Ungulate erythroparvovirus 1
2137541	Unclassified Rodent tetraparvovirus
2137540	Unclassified Opossum tetraparvovirus
2137546	Unclassified Rodent bocavirus
2137545	Rodent protoparvovirus 3
2597326	Unclassified Vicugna pacos bocaparvovirus
1511891	Adeno-associated dependoparvovirus A
1511892	Adeno-associated dependoparvovirus B
1511912	Chiropteran tetraparvovirus 1
2169702	Carnivore amdoparvovirus 3
2170147	Chiropteran protoparvovirus 1
344593	Unclassified Rat minute virus 1
1511875	Ungulate bocaparvovirus 3
1511862	Carnivore amdoparvovirus 1,Carnivore amdoparvovirus 4
1511862	Carnivore amdoparvovirus 1
2169703	Carnivore amdoparvovirus 1,Carnivore amdoparvovirus 4
2169703	Carnivore amdoparvovirus 4
1511863	Carnivore amdoparvovirus 2
1511910	Ungulate protoparvovirus 1
2169770	Chiropteran bocaparvovirus 1
2170149	Primate protoparvovirus 2
2169772	Chiropteran bocaparvovirus 3
2169771	Chiropteran bocaparvovirus 2
1560340	Unclassified Tusavirus 1
2170150	Primate protoparvovirus 3
1920706	Unclassified Simian erythroparvovirus 2
1511901	Primate erythroparvovirus 2
2137542	Unclassified Desmodus rotundus dependoparvovirus
1511894	Avian dependoparvovirus 1
1511909	Rodent protoparvovirus 2
56094	Aquareovirus A
519014	Aquareovirus G
118027	Nelson Bay orthoreovirus
1459003	Unclassified Pteropine orthoreovirus
40054	Epizootic hemorrhagic disease virus
2083444	Aquareovirus E
1170506	Unclassified Pata virus
1289939	Unclassified Sathuvachari virus
1963252	Unclassified Morris orbivirus
2026602	Unclassified Anopheles hinesorum orbivirus
351073	Mammalian orthoreovirus
2488682	Unclassified Skunk River virus
57747	Aquareovirus B
1828353	Unclassified Piscine orthoreovirus 2
2282480	Unclassified Kammavanpettai virus
2547357	Unclassified Ife virus
2547358	Unclassified Japanaut virus
2580110	Unclassified CHeRI orbivirus 1
2580111	Unclassified CHeRI orbivirus 2-1
1484030	Unclassified Tvarminne avian virus
1853202	Unclassified Parry's Lagoon virus
1484571	Unclassified Baku virus
2153377	Unclassified Piscine orthoreovirus 3
77763	Banna virus
1348384	Rotavirus H
1348384	Rotavirus H,Rotavirus C
28876	Rotavirus B
183407	Rotavirus G
1325460	Unclassified Banna-like virus strain Balaton/2010/HUN
1766829	Unclassified Mangshi virus
1689168	Unclassified Marbled eel reovirus
335100	Rotavirus D
183405	Rotavirus F
2116448	Unclassified Wenling jack mackerels rotavirus
2116447	Unclassified Wenzhou pacific spadenose shark rotavirus
1561066	Unclassified Mudjinabarry virus
1428763	Unclassified Tibet orbivirus
10894	Unclassified Tick and insect-borne orbivirus
1471048	Unclassified Okhotskiy virus
2580113	Unclassified CHeRI orbivirus 3-1
28327	Unclassified Murine rotavirus
10970	Unclassified Rotavirus sp.
559180	Unclassified Stretch Lagoon orbivirus
1416744	Unclassified Heramatsu virus
2580112	Unclassified CHeRI orbivirus 2-2
2580114	Unclassified CHeRI orbivirus 3-2
529100	Unclassified Psittacine orthoreovirus SRK/Germany/2007
2682576	Unclassified Rotavirus L
2580115	Unclassified CHeRI orbivirus 3-3
348136	Unclassified Human rotavirus B219
10937	Unclassified Equine rotavirus
2682575	Unclassified Rotavirus K
2072351	Unclassified Mwinilunga alphavirus
2116464	Unclassified Wenling fish alphavirus
2116463	Unclassified Wenling hagfish alphavirus
2601858	Unclassified Agua Salud alphavirus
2597680	Unclassified Comber alphavirus
11029	Ross River virus
2679909	Unclassified Yada yada virus
2170086	Pestivirus G
2170083	Pestivirus D
2170087	Pestivirus H
2170088	Pestivirus I
1985363	Pegivirus J
2170085	Pestivirus F
2170084	Pestivirus E
2170089	Pestivirus J
2170080	Pestivirus A
2170080	Pestivirus A,Pestivirus B
